"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"1";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/wizards/templates/IntroNewWizard.java";1;0;2;1;0;0;0;2;2;0;1;41;2;2;2;1;0;2;2;41;1;41;1;1;0
"2";"/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ReplaceFeatureVersionWizardPage.java";2;0;3;1;0;0;0;3;6;1;3;8;18;18;1;0;0;3;3;8;0;41;3;2;0
"3";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";2;0;2;1;0;0;0;2;14;1;2;35;22;22;1;0;0;2;2;35;0;38;2;2;0
"4";"/org.eclipse.osgi/osgi/src/org/osgi/framework/PackagePermission.java";2;0;4;2;1;1;1;3;1140;2;2;25;1177;1177;2;1;0;3;4;29;1;46;3;2;1
"5";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/text/ReconcilingStrategy.java";2;0;2;1;0;0;0;2;8;1;2;31;12;12;1;0;0;2;2;31;0;35;2;2;0
"6";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/dependencies/DependencyExtentQuery.java";2;0;5;1;0;0;0;5;21;2;4;19;36;36;2;1;0;5;5;19;1;41;4;2;0
"7";"/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/search/IOccurrencesFinder.java";3;0;4;1;0;0;0;4;26;1;4;15;52;52;1;0;0;4;4;15;0;35;4;3;0
"8";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java";2;0;6;1;0;0;0;6;109;1;6;14;270;270;1;0;0;6;6;14;0;41;6;2;0
"9";"/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java";2;0;10;2;0;0;0;10;696;3;6;2;1277;1277;3;4;0;10;10;21;4;39;6;2;0
"10";"/org.eclipse.ant.ui/Ant Tools Support/org/eclipse/ant/internal/ui/preferences/AntClasspathBlock.java";2;0;6;1;1;1;1;5;93;2;4;14;157;157;2;1;0;5;6;28;1;47;5;2;0
"11";"/org.eclipse.ui.editors/src/org/eclipse/ui/internal/editors/text/ConvertLineDelimitersAction.java";2;0;7;1;1;1;2;5;31;3;4;15;49;49;3;1;1;6;7;41;2;51;5;2;0
"12";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/AbstractSearchResultPage.java";2;0;2;1;0;0;0;2;10;1;2;19;10;10;1;0;0;2;2;19;0;35;2;2;0
"13";"/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java";2;0;2;1;0;0;0;2;10;1;2;24;16;16;1;0;0;2;2;24;0;35;2;2;0
"14";"/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java";3;0;4;1;1;1;1;3;6;1;3;18;14;14;1;0;0;3;4;18;0;52;4;3;0
"15";"/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java";1;0;2;1;1;1;1;1;8;0;1;34;12;12;1;0;0;1;2;34;0;50;2;1;0
"16";"/org.eclipse.search/search/org/eclipse/search/internal/ui/text/SearchResultUpdater.java";2;0;3;1;0;0;0;3;8;1;3;1;17;17;1;0;0;3;3;1;0;35;3;2;0
