"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"1";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java";0;0;8;0;0;0;0;8;0;0;0;-1;0;45;0;1;0;0;0;-1;1;-1;0;1;0
"2";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";0;0;2;0;0;0;1;1;0;0;0;-1;0;15;0;0;0;0;0;-1;0;-1;0;2;0
"3";"/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java";0;0;2;0;0;0;0;2;0;0;0;-1;0;5;0;0;0;0;0;-1;0;-1;0;2;0
"4";"/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java";0;0;12;0;0;0;3;9;0;0;0;-1;0;141;0;3;0;0;0;-1;3;-1;0;4;4
"5";"/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java";0;0;3;0;0;0;2;1;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;3;0
"6";"/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java";0;0;8;0;0;0;8;0;0;0;0;-1;0;224;0;0;3;0;0;-1;3;-1;0;4;1
"7";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java";0;0;7;0;0;0;3;4;0;0;0;-1;0;312;0;2;0;0;0;-1;2;-1;0;1;0
"8";"/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Caret.java";0;0;4;0;0;0;2;2;0;0;0;-1;0;37;0;0;0;0;0;-1;0;-1;0;4;0
"9";"/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/impl/JarFileDocument.java";0;0;8;0;0;0;2;6;0;0;0;-1;0;182;0;3;0;0;0;-1;3;-1;0;2;0
"10";"/org.eclipse.search/search/org/eclipse/search/internal/ui/text/ResourcePathSorter.java";0;0;4;0;0;0;0;4;0;0;0;-1;0;37;0;2;0;0;0;-1;2;-1;0;1;0
