"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"1";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java";1;0;8;1;0;0;0;8;32;5;3;165;45;45;5;5;0;8;8;232;5;232;3;1;0
"2";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";2;0;2;1;1;1;1;1;15;0;1;216;15;15;1;0;0;1;2;216;0;288;2;2;0
"3";"/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java";2;0;2;1;0;0;0;2;5;1;2;15;5;5;1;0;0;2;2;15;0;26;2;2;0
"4";"/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java";4;0;12;3;1;1;3;9;87;8;2;201;141;141;8;7;2;11;12;201;9;279;3;4;4
"5";"/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java";3;0;3;2;2;1;2;1;10;0;1;145;10;10;2;0;1;1;3;291;1;291;2;3;0
"6";"/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java";4;0;8;4;8;1;8;0;224;0;0;265;224;224;8;0;7;0;8;265;7;265;1;4;1
"7";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java";1;2;7;1;3;2;3;4;275;0;1;234;312;312;4;3;1;4;7;234;4;280;3;1;0
"8";"/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Caret.java";4;1;4;1;2;2;2;2;30;1;2;145;37;37;1;0;0;2;4;145;0;297;4;4;0
"9";"/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/impl/JarFileDocument.java";2;0;8;1;2;1;2;6;93;4;3;26;182;182;4;3;1;6;8;68;4;254;4;2;0
"10";"/org.eclipse.search/search/org/eclipse/search/internal/ui/text/ResourcePathSorter.java";1;0;4;1;0;0;0;4;37;0;1;78;37;37;4;3;0;4;4;78;3;78;1;1;0
"11";"/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/CreateProjectWizard.java";2;0;5;1;1;1;1;4;16;3;2;212;33;33;3;2;0;4;5;212;2;261;3;2;0
"12";"/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/Policy.java";1;3;4;1;4;2;4;0;27;0;0;265;29;29;3;0;2;0;4;265;2;288;2;1;0
"13";"/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/StartupPreferencePage.java";2;1;2;1;2;2;2;0;41;0;0;264;41;41;1;0;0;0;2;264;0;291;2;2;0
"14";"/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/TypeImpl.java";3;0;12;3;0;0;0;12;126;4;6;11;230;230;4;6;0;12;12;195;6;239;6;3;0
"15";"/org.eclipse.search/search/org/eclipse/search/internal/core/text/TypedResourceVisitor.java";2;0;5;1;1;1;1;4;44;1;4;0;58;58;1;0;0;4;5;0;0;259;5;2;0
"16";"/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java";2;0;2;1;0;0;0;2;4;1;2;183;4;4;1;0;0;2;2;183;0;202;2;2;0
"17";"/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java";5;0;10;2;3;1;3;7;256;2;6;6;495;495;3;1;2;7;10;289;3;289;7;5;0
"18";"/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java";4;1;6;2;2;2;2;4;206;2;3;0;235;235;2;1;0;4;6;18;1;287;5;4;0
"19";"/org.eclipse.jdt.ui/ui refactoring/org/eclipse/jdt/internal/ui/refactoring/RefactoringWizardDialog.java";3;0;7;2;3;1;3;4;78;2;3;0;88;88;3;1;2;4;7;258;3;258;4;3;0
"20";"/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/views/properties/IPropertySheetPage.java";2;0;2;1;0;0;0;2;5;1;2;15;5;5;1;0;0;2;2;15;0;26;2;2;0
"21";"/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java";2;0;16;2;2;1;2;14;380;0;1;176;391;391;14;13;1;14;16;176;14;257;2;2;1
"22";"/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/client/Util.java";2;3;4;2;4;2;4;0;276;0;0;265;276;276;3;0;2;0;4;288;2;288;2;2;0
"23";"/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/Accessible.java";2;0;2;1;0;0;0;2;4;1;2;183;4;4;1;0;0;2;2;183;0;202;2;2;0
