filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;bugs
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java;1;0;8;1;0;0;0;8;32;5;3;165;45;45;5;5;0;8;8;232;5;232;3;1;0
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java;2;0;2;1;1;1;1;1;15;0;1;216;15;15;1;0;0;1;2;216;0;288;2;2;0
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/wizards/datatransfer/IImportStructureProvider.java;2;0;2;1;0;0;0;2;5;1;2;15;5;5;1;0;0;2;2;15;0;26;2;2;0
/org.eclipse.jdt.debug.ui/ui/org/eclipse/jdt/internal/debug/ui/actions/ExceptionBreakpointFilterEditor.java;4;1;12;2;2;2;3;9;83;6;4;201;141;141;6;5;1;10;12;209;6;279;6;4;4
/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java;3;0;3;2;2;1;2;1;10;0;1;145;10;10;2;0;1;1;3;291;1;291;2;3;0
/org.eclipse.team.ui/src/org/eclipse/team/internal/ui/target/GetAction.java;4;4;8;3;8;3;8;0;205;0;0;265;224;224;4;0;5;0;8;265;5;287;3;4;1
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;1;1;7;1;3;3;3;4;275;0;1;234;312;312;4;3;0;4;7;234;3;290;4;1;0
/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Caret.java;4;1;4;1;2;2;2;2;30;1;2;145;37;37;1;0;0;2;4;145;0;297;4;4;0
/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/index/impl/JarFileDocument.java;2;0;8;1;2;1;2;6;93;4;3;26;182;182;4;3;1;6;8;68;4;254;4;2;0
/org.eclipse.search/search/org/eclipse/search/internal/ui/text/ResourcePathSorter.java;1;0;4;1;0;0;0;4;20;2;2;78;37;37;2;2;0;4;4;78;2;88;2;1;0
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/CreateProjectWizard.java;2;0;5;1;1;1;1;4;16;3;2;212;33;33;3;2;0;4;5;212;2;261;3;2;0
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/Policy.java;1;3;4;1;4;2;4;0;27;0;0;265;29;29;3;0;2;0;4;265;2;288;2;1;0
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/dialogs/StartupPreferencePage.java;2;1;2;1;2;2;2;0;41;0;0;264;41;41;1;0;0;0;2;264;0;291;2;2;0
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/TypeImpl.java;3;0;12;3;0;0;0;12;126;4;6;11;230;230;4;6;0;12;12;195;6;239;6;3;0
/org.eclipse.search/search/org/eclipse/search/internal/core/text/TypedResourceVisitor.java;2;0;5;1;1;1;1;4;44;1;4;0;58;58;1;0;0;4;5;0;0;259;5;2;0
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java;2;0;2;1;0;0;0;2;4;1;2;183;4;4;1;0;0;2;2;183;0;202;2;2;0
/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java;5;0;10;2;3;1;3;7;256;1;7;6;495;495;3;0;2;7;10;289;2;289;8;5;0
/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java;4;1;6;1;2;2;2;4;206;1;4;0;235;235;1;0;0;4;6;0;0;287;6;4;0
/org.eclipse.jdt.ui/ui refactoring/org/eclipse/jdt/internal/ui/refactoring/RefactoringWizardDialog.java;3;0;7;2;3;1;3;4;78;2;3;0;88;88;3;1;2;4;7;258;3;258;4;3;0
/org.eclipse.ui/Eclipse UI Standard Components/org/eclipse/ui/views/properties/IPropertySheetPage.java;2;0;2;1;0;0;0;2;5;1;2;15;5;5;1;0;0;2;2;15;0;26;2;2;0
/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java;2;0;16;2;2;1;2;14;211;6;4;176;391;391;6;10;1;14;16;196;11;257;5;2;1
/org.eclipse.team.ftp/src/org/eclipse/team/internal/ftp/client/Util.java;2;3;4;2;4;2;4;0;276;0;0;265;276;276;3;0;2;0;4;288;2;288;2;2;0
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/Accessible.java;2;0;2;1;0;0;0;2;4;1;2;183;4;4;1;0;0;2;2;183;0;202;2;2;0
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/PrimitiveTypeImpl.java;2;0;4;1;0;0;0;4;12;1;4;11;28;28;1;0;0;4;4;11;0;240;4;2;0
/org.eclipse.swt/Eclipse SWT PI/win32/org/eclipse/swt/internal/win32/DRAWITEMSTRUCT.java;2;0;2;1;1;1;1;1;6;0;1;142;6;6;1;0;0;1;2;142;0;297;2;2;0
/org.eclipse.swt/Eclipse SWT/gtk1x/org/eclipse/swt/widgets/Slider.java;4;0;5;1;1;1;1;4;12;1;4;145;29;29;1;0;0;4;5;145;0;297;5;4;0
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/internal/ActionExpression.java;1;0;2;1;0;0;0;2;70;1;2;140;84;84;1;0;0;2;2;140;0;152;2;1;0
/org.eclipse.ui/Eclipse UI/org/eclipse/ui/IWorkingSetManager.java;1;0;7;1;0;0;5;2;60;6;2;229;60;60;6;0;5;7;7;245;5;245;2;1;0
/org.eclipse.pde.core/src/org/eclipse/pde/internal/core/IEnvironmentVariables.java;1;0;1;1;0;0;0;1;0;0;1;234;0;0;1;0;0;1;1;234;0;234;1;1;0
/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/EventRequest.java;2;0;2;1;0;0;0;2;6;1;2;183;6;6;1;0;0;2;2;183;0;202;2;2;0
/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/request/EventRequestManagerImpl.java;4;1;10;1;2;2;2;8;53;2;7;11;112;112;2;1;0;8;10;239;1;292;9;4;0
/org.eclipse.search/search/org/eclipse/search/internal/ui/SearchPlugin.java;2;2;11;1;4;2;4;7;52;2;5;0;182;182;2;2;2;7;11;41;4;264;7;2;0
/org.eclipse.help/src/org/eclipse/help/internal/protocols/URLHandler.java;2;0;3;1;0;0;0;3;5;1;3;187;7;7;1;0;0;3;3;187;0;225;3;2;0
/org.eclipse.jdt.core/model/org/eclipse/jdt/core/eval/ICodeSnippetRequestor.java;3;1;4;1;2;2;2;2;160;1;2;26;188;188;1;0;0;2;4;26;0;305;4;3;0
/org.eclipse.pde.core/src/org/eclipse/pde/core/IModelChangedListener.java;1;0;2;1;1;1;1;1;16;0;1;234;16;16;1;0;0;1;2;234;0;299;2;1;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/schema/CompositorPropertySource.java;1;0;1;1;0;0;0;1;2;0;1;234;2;2;1;0;0;1;1;234;0;234;1;1;0
