"filename";"TotalPeopleInBurst";"MaximumCodeBurstLate";"NumberOfChanges";"MaxPeopleInBurst";"TotalBurstSizeLate";"NumberCodeBurstsLate";"NumberOfChangesLate";"NumberOfChangesEarly";"MaxChurnInBurst";"MaximumCodeBurstEarly";"NumberCodeBurstsEarly";"TimeFirstBurst";"TotalChurnInBurst";"ChurnTotal";"MaximumCodeBurst";"NumberOfConsecutiveChangesEarly";"NumberConsecutiveChangesLate";"TotalBurstSizeEarly";"TotalBurstSize";"TimeMaxBurst";"NumberConsecutiveChanges";"TimeLastBurst";"NumberCodeBursts";"PeopleTotal";"bugs"
"1";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/wizards/templates/IntroNewWizard.java";1;0;2;1;0;0;0;2;2;1;2;214;2;2;1;0;0;2;2;214;0;220;2;1;0
"2";"/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ReplaceFeatureVersionWizardPage.java";2;0;3;1;0;0;0;3;6;1;3;32;18;18;1;0;0;3;3;32;0;214;3;2;0
"3";"/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/PixelConverter.java";2;0;2;1;0;0;0;2;14;1;2;175;22;22;1;0;0;2;2;175;0;193;2;2;0
"4";"/org.eclipse.osgi/osgi/src/org/osgi/framework/PackagePermission.java";2;0;4;1;1;1;1;3;1064;1;3;123;1177;1177;1;0;0;3;4;123;0;244;4;2;1
"5";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/text/ReconcilingStrategy.java";2;0;2;1;0;0;0;2;8;1;2;149;12;12;1;0;0;2;2;149;0;174;2;2;0
"6";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/dependencies/DependencyExtentQuery.java";2;0;5;1;0;0;0;5;21;1;5;89;36;36;1;0;0;5;5;89;0;213;5;2;0
"7";"/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/search/IOccurrencesFinder.java";3;0;5;1;0;0;0;5;26;2;4;72;52;52;2;1;0;5;5;154;1;176;4;3;0
"8";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java";2;0;6;1;0;0;0;6;109;1;6;68;270;270;1;0;0;6;6;68;0;213;6;2;0
"9";"/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java";2;0;11;1;0;0;0;11;696;2;8;8;1277;1277;2;3;0;11;11;108;3;198;8;2;0
"10";"/org.eclipse.ant.ui/Ant Tools Support/org/eclipse/ant/internal/ui/preferences/AntClasspathBlock.java";2;0;6;1;1;1;1;5;93;2;4;65;157;157;2;1;0;5;6;135;1;245;5;2;0
"11";"/org.eclipse.ui.editors/src/org/eclipse/ui/internal/editors/text/ConvertLineDelimitersAction.java";2;0;8;1;1;1;2;6;28;2;5;71;49;49;2;1;1;7;8;71;2;270;6;2;0
"12";"/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/search/AbstractSearchResultPage.java";2;0;2;1;0;0;0;2;10;1;2;89;10;10;1;0;0;2;2;89;0;174;2;2;0
"13";"/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/InvalidRequestStateException.java";2;0;2;1;0;0;0;2;10;1;2;117;16;16;1;0;0;2;2;117;0;175;2;2;0
"14";"/org.eclipse.swt/Eclipse SWT/motif/org/eclipse/swt/widgets/ColorDialog.java";3;0;4;1;1;1;1;3;6;1;3;84;14;14;1;0;0;3;4;84;0;274;4;3;0
"15";"/org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java";1;0;2;1;1;1;1;1;8;0;1;172;12;12;1;0;0;1;2;172;0;263;2;1;0
"16";"/org.eclipse.search/search/org/eclipse/search/internal/ui/text/SearchResultUpdater.java";2;0;3;1;0;0;0;3;8;1;3;4;17;17;1;0;0;3;3;4;0;175;3;2;0
"17";"/org.eclipse.team.cvs.core/src/org/eclipse/team/internal/ccvs/core/client/AbstractStructureVisitor.java";1;0;6;1;0;0;0;6;55;1;6;39;128;128;1;0;0;6;6;39;0;209;6;1;0
"18";"/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/text/spelling/engine/PersistentSpellDictionary.java";2;1;3;1;2;2;2;1;8;0;1;176;16;16;1;0;0;1;3;176;0;270;3;2;0
"19";"/org.eclipse.team.cvs.ui/src/org/eclipse/team/internal/ccvs/ui/AddToVersionControlDialog.java";1;0;3;1;1;1;1;2;26;1;2;173;45;45;1;0;0;2;3;173;0;244;3;1;0
"20";"/org.eclipse.jdt.ui/ui/org/eclipse/jdt/ui/wizards/IClasspathContainerPageExtension.java";2;0;2;1;1;1;1;1;8;0;1;176;10;10;1;0;0;1;2;176;0;270;2;2;0
"21";"/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ISearchProvider.java";1;0;1;1;0;0;0;1;8;0;1;179;8;8;1;0;0;1;1;179;0;179;1;1;0
"22";"/org.eclipse.jface.text/src/org/eclipse/jface/text/contentassist/ICompletionProposal.java";2;1;4;1;3;3;3;1;16;0;1;176;32;32;1;0;0;1;4;176;0;270;4;2;0
"23";"/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/registry/ViewRegistryReader.java";2;0;5;1;1;1;1;4;173;1;4;8;218;218;1;0;0;4;5;8;0;268;5;2;0
"24";"/org.eclipse.jdt.launching.macosx/macosx/org/eclipse/jdt/internal/ui/macbundler/BundleWizardPage2.java";1;0;2;1;0;0;0;2;8;1;2;111;10;10;1;0;0;2;2;111;0;175;2;1;0
"25";"/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/propertiesfileeditor/PropertyKeyHyperlink.java";4;0;9;3;0;0;1;8;188;3;4;119;339;339;3;4;1;9;9;119;5;212;4;4;1
"26";"/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/about/ConfigurationLogDefaultSection.java";4;0;6;2;1;1;1;5;187;2;4;8;243;243;2;1;0;5;6;175;1;224;5;4;0
"27";"/org.eclipse.jdt.debug/jdi/org/eclipse/jdi/internal/request/EventRequestManagerImpl.java";2;0;2;1;0;0;0;2;6;1;2;175;10;10;1;0;0;2;2;175;0;210;2;2;0
"28";"/org.eclipse.jdt.debug/jdi interfaces/com/sun/jdi/request/EventRequest.java";2;0;2;1;0;0;0;2;10;1;2;23;14;14;1;0;0;2;2;23;0;175;2;2;0
"29";"/org.eclipse.search/search/org/eclipse/search/internal/ui/SearchPlugin.java";3;0;7;1;1;1;1;6;52;1;6;4;98;98;1;0;0;6;7;4;0;270;7;3;0
