filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;bugs
/org.eclipse.debug.ui/ui/org/eclipse/debug/internal/ui/actions/CopyVariablesToClipboardActionDelegate.java;2;0;2;1;0;0;0;2;40;1;2;122;64;64;1;0;0;2;2;122;0;147;2;2;0
/org.eclipse.update.ui/src/org/eclipse/update/internal/ui/wizards/ReplaceFeatureVersionWizardPage.java;1;0;6;1;1;1;1;5;37;1;5;76;54;54;1;0;0;5;6;76;0;336;6;1;1
/org.eclipse.osgi/osgi/src/org/osgi/framework/PackagePermission.java;2;0;2;1;1;1;1;1;3;0;1;171;3;3;1;0;0;1;2;171;0;296;2;2;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/editor/text/ReconcilingStrategy.java;1;1;2;1;2;2;2;0;10;0;0;292;10;10;1;0;0;0;2;292;0;336;2;1;0
/org.eclipse.core.resources/src/org/eclipse/core/internal/events/AutoBuildJob.java;2;9;23;2;10;2;12;11;109;5;7;122;324;324;9;4;10;13;23;292;14;332;9;2;1
/org.eclipse.jdt.ui/ui/org/eclipse/jdt/internal/ui/search/IOccurrencesFinder.java;3;0;3;1;1;1;1;2;14;1;2;209;28;28;1;0;0;2;3;209;0;290;3;3;0
/org.eclipse.swt/Eclipse SWT Printing/gtk/org/eclipse/swt/printing/Printer.java;4;1;7;2;2;2;2;5;15;2;4;0;37;37;2;1;0;5;7;144;1;337;6;4;0
/org.eclipse.pde.ui/src/org/eclipse/pde/internal/ui/PDEPlugin.java;3;1;18;2;5;5;5;13;48;2;9;26;238;238;2;4;0;13;18;131;4;336;14;3;0
/org.eclipse.ui.ide/src/org/eclipse/ui/views/bookmarkexplorer/RemoveBookmarkAction.java;1;0;1;1;0;0;0;1;0;0;1;129;0;0;1;0;0;1;1;129;0;129;1;1;0
/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ObjectContributorManager.java;2;0;3;2;0;0;0;3;271;2;2;157;478;478;2;1;0;3;3;157;1;178;2;2;0
