filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;bugs
org.eclipse.ui.views.bookmarkexplorer;2;0;6;2;0;0;0;6;3846;3;3;8;4459;567;3;3;0;6;6;176;3;176;3;3;0
org.eclipse.update.internal.operations;1;0;4;1;0;0;0;4;110;1;4;73;215;14;1;0;0;4;4;73;0;179;4;1;0
org.eclipse.pde.internal.core.schema;1;0;7;1;0;0;0;7;2394;2;6;28;2613;6;2;1;0;7;7;98;1;174;6;1;0
org.eclipse.jdt.internal.compiler.classfmt;0;0;14;0;0;0;0;14;524;5;6;4;1266;0;5;8;0;14;14;111;8;174;6;0;1
org.eclipse.jdt.internal.core.hierarchy;0;0;13;0;0;0;0;13;223;3;7;4;582;0;3;6;0;13;13;36;6;213;7;0;3
org.eclipse.team.internal.ui.wizards;0;0;5;0;0;0;0;5;93;2;4;34;217;0;2;1;0;5;5;34;1;209;4;0;0
org.eclipse.ui.externaltools.internal.program.launchConfigurations;0;0;3;0;0;0;0;3;74;1;3;153;119;0;1;0;0;3;3;153;0;211;3;0;0
org.eclipse.jdi;0;0;2;0;0;0;0;2;27;1;2;110;33;0;1;0;0;2;2;110;0;175;2;0;0
org.eclipse.debug.ui;2;0;13;1;0;0;0;13;199;6;6;2;525;54;6;7;0;13;13;33;7;175;6;2;1
org.eclipse.core.internal.localstore;2;0;9;1;0;0;0;9;706;4;6;30;977;18;4;3;0;9;9;142;3;172;6;2;4
org.eclipse.ui.internal.intro.impl.parts;0;0;7;0;4;1;4;3;41;1;3;179;84;0;4;0;3;3;7;232;3;232;4;0;0
org.eclipse.pde.internal.build.builder;0;0;7;0;0;0;0;7;222;4;4;2;272;0;4;3;0;7;7;159;3;159;4;0;0
org.eclipse.osgi.framework.eventmgr;0;0;4;0;2;1;2;2;206;0;1;172;230;0;2;1;1;2;4;172;2;245;2;0;0
org.eclipse.jdt.internal.junit.wizards;0;0;4;0;0;0;0;4;47;1;4;23;97;0;1;0;0;4;4;23;0;217;4;1;2
org.eclipse.core.resources.team;0;0;3;0;1;1;1;2;35;1;2;71;56;0;1;0;0;2;3;71;0;263;3;0;0
org.eclipse.search2.internal.ui.text;0;0;8;0;1;1;1;7;155;2;6;79;281;0;2;1;0;7;8;91;1;270;7;0;2
org.eclipse.pde.internal.core.iproduct;2;0;3;1;0;0;0;3;110;2;2;138;110;46;2;1;0;3;3;138;1;174;2;2;0
org.eclipse.swt.internal.gdip;2;0;3;1;0;0;0;3;38;2;2;164;38;10;2;1;0;3;3;164;1;178;2;2;3
org.eclipse.update.core;2;0;4;1;0;0;0;4;302;1;4;38;373;24;1;0;0;4;4;38;0;179;4;2;0
org.eclipse.ant.internal.ui.antsupport.inputhandler;1;0;5;1;1;1;1;4;22;2;3;89;44;21;2;1;0;4;5;89;1;245;4;1;2
org.eclipse.ui.commands;0;0;11;0;0;0;0;11;516;4;6;8;1259;0;4;5;0;11;11;195;5;195;6;1;0
org.eclipse.debug.internal.core.sourcelookup.containers;2;0;4;1;0;0;0;4;56;2;3;175;91;14;2;1;0;4;4;175;1;210;3;2;0
org.eclipse.ui.externaltools.internal.launchConfigurations;0;0;7;0;0;0;0;7;186;3;5;87;337;0;3;2;0;7;7;204;2;204;5;0;2
org.eclipse.core.internal.plugins;0;0;4;0;0;0;0;4;104;3;2;101;182;0;3;2;0;4;4;101;2;172;2;0;0
org.eclipse.core.internal.indexing;2;0;4;1;0;0;0;4;759;2;3;154;1139;215;2;1;0;4;4;154;1;192;3;2;0
org.eclipse.ui.internal.part;2;0;5;2;0;0;0;5;428;4;2;166;768;219;4;3;0;5;5;166;3;194;2;3;0
org.eclipse.compare.internal;1;0;6;1;1;1;1;5;448;2;4;36;876;16;2;1;0;5;6;36;1;262;5;1;2
org.eclipse.compare.structuremergeviewer;1;0;3;1;0;0;0;3;94;1;3;36;144;16;1;0;0;3;3;36;0;175;3;1;0
org.eclipse.team.internal.ccvs.core.client;1;0;8;1;0;0;0;8;403;3;6;35;1077;65;3;2;0;8;8;35;2;209;6;1;1
org.eclipse.jdt.core;2;0;8;2;0;0;0;8;1094;3;5;4;2065;81;3;3;0;8;8;4;3;174;5;3;8
org.eclipse.swt.ole.win32;1;0;7;1;0;0;0;7;114;2;5;2;301;32;2;2;0;7;7;2;2;178;5;2;0
org.eclipse.jdt.internal.debug.ui.jres;1;0;7;1;1;1;1;6;222;2;4;2;356;8;2;2;0;6;7;2;2;223;5;1;2
org.eclipse.jface.text.templates.persistence;0;1;6;0;2;2;2;4;194;1;4;61;284;0;1;0;0;4;6;61;0;270;6;0;0
org.eclipse.ant.internal.ui.debug.model;1;0;9;1;0;0;0;9;705;6;3;98;976;216;6;6;0;9;9;98;6;174;3;3;1
org.eclipse.search.internal.ui;3;0;7;1;1;1;1;6;536;1;6;4;1251;22;1;0;0;6;7;4;0;270;7;3;3
org.eclipse.jdt.internal.ui.javaeditor.selectionactions;0;0;7;0;1;1;1;6;189;2;5;16;330;0;2;1;0;6;7;146;1;221;6;0;0
org.eclipse.pde.internal.ui.preferences;0;0;9;0;0;0;0;9;383;2;7;31;1057;0;2;2;0;9;9;31;2;213;7;0;0
org.eclipse.jdt.internal.formatter;0;0;6;0;0;0;0;6;110;3;4;4;214;0;3;2;0;6;6;161;2;174;4;0;3
org.eclipse.jdt.internal.corext.dom.fragments;2;0;3;1;1;1;1;2;64;0;1;176;80;30;2;1;0;2;3;176;1;270;2;2;0
org.eclipse.compare.contentmergeviewer;0;0;5;0;0;0;0;5;30;3;3;41;57;0;3;2;0;5;5;103;2;175;3;0;0
org.eclipse.ui.internal.preferences;2;0;3;1;0;0;0;3;122;2;2;35;122;32;2;1;0;3;3;35;1;176;2;3;1
